name,suburb,category,description,address
Naked Foods,Braddon,Food and drinks,"At Naked Foods Braddon we are passionate about health + only stock the best of what nature has to offer... and a few healthy treats! Many of our products are certified organic, products are sourced from where they grown naturally around the world and we stock a large range of Australian products.",Shop 60 30 Lonsdale St
Indo Cafe,City,Food and drinks,"Indonesian Takeaway
Mon-Fri 1100-1430",2 Akuna Street
KIN Gallery,Braddon,Retail,"KIN represents the best in Contemporary jewellery and objects with over 60 Australian artists and designers a part of the 'family'. Specialising in serious jewellery for the young at heart, we provide what others cannot; individuality and uniqueness in wearable art. Jewellery classes also available.",G06/27 Lonsdale street
Fairy Legends,Moncrieff,Accommodation,"Eyebrows tint or Eyebrows Threading are complimentary with any type of lashes
So Hurry-up Limited offer
Highly recommended by the Customers
Certified and Qualified Lash Artist
Classic Lashes , mega Volume Lashes , Medium Volume Lashes ,Infills,Lash Tint, lash lift
Lash Removals
DM FOR BOOKINGS 0435012463",10 Mottram Street
Capital Chemist Lyneham,Lyneham,Retail,"Conveniently located at the Lyneham shops, Capital Chemist Lyneham is your complete health care destination.
Services offered include:
Onsite vaccinations, Workplace leave certificates, Diabetes education and support, Sleep apnoea screening and equipment, Hire & sale of mobility aids",76 Wattle Street
Top Cyber Cafe,Turner,Retail,"internet cafe, gaming center . provider computers and fast internet for games and surfing internet",Lv1/17 barry drive
littlewujianbing,Dickson,Food and drinks,"we serve Chinese style crepes, called jianbing. Making fresh by order, classic jianbing include batter, egg, shallots, black sesame seed, signature jianbing sauce, and deep fried crispy wonton pastry. On top of the classic we have Pork belly, beef shank, duck and etc..",G4/8 cape street
Italian Brothers,Manuka,Food and drinks,"Manuka's newest, most oppulent and most authentic Italian Caffe, Deli, Wine Bar and Dealhouse.","Shop 2, Manuka Arcade, 22 Franklin Street"
Zambrero Dickson,Dickson,Food and drinks,"Zambrero is healthy, Mexican inspired food that also helps stop world hunger. Every burrito or bowl purchased means a meal donated to someone in need with Plate 4 Plate.

It's a win for your body, mind, soul and taste buds.

We call it Feel Good Mex.",71-81 Woolley St
Deco Hotel,Braddon,Food and drinks,"Feel relaxed by the casual elegance of Restaurant Two14, Deco Hotel's Italian influence onsite amongst the modern interior of warm, neutral tones.
","214 Northbourne Avenue, Braddon ACT"
U Accessories,Belconnen,Retail,The phone accessories & repair store in North Canberra & Belconnen. We're serious about protecting your phone,"Westfield Belconnen, Lathlain Street"
savoury kitchen woden,Woden,Food and drinks,Fantastic Asian food,Shop 51 Woden westfiled center
Aliababa Belconnen Emu Bank,Belconnen,Food and drinks,Fast food kababa,3/102 Emu bank
Motherly Instincts,Fyshwick,Retail,"Motherly Instincts provides a wide range of high-quality maternity and breastfeeding clothing. We work hard to provide a calm and exciting environment for new mums and the wonderful existing mums!

Find us in our new contemporary and spacious shop at
3/52 Wollongong St., Fyshwick, ACT
",3/52 Wollongong Street
China Tea Club,Lyneham,Food and drinks,Modern Chinese cuisine with international infusion,7 Montford Crescent
FishCo Fish Market,Fyshwick,Retail,"FishCo Fish Market offers the best variety of FRESH fish and seafood in the ACT. Whole fish, fillets, smoked fish and seafood; Snapper, Salmon, Ling, Cod, Squid, Prawns, Mussels, Oyster & More! PLUS fruit & veg, dairy, sauces, bread and sweets for your convenience. Follow us on Facebook! Eat fish!",19 Dalby St
PINK FLAMINGO INTERIORS,Pialligo,Retail,"Pink Flamingo interiors is a Canberra based interior styling and home furnishings business.Specialising in unique and custom made pieces, Pink Flamingo interiors has a range of soft furnishings, new and re-imagined furniture and decorative pieces. Proudly designed and created in Canberra!",12 Beltana Road
KimoYes,Phillip,Retail,"KimoYes specialises in a wide range of vintage Japanese kimono fabrics, obi, and kimono. We have new yukata garments, sashiko kits and supplies, fabric off-cuts, boro cottons, and craft kits. You will also find small Japanese antiques and curios, ikebana vases and supplies, antique dolls and more.
",2/60 Dundas Court
Emart,Canberra,Retail,Asian Supermarket,15/45 West Row
Gametraders Hyperdome ACT,Tuggeranong,Retail,"Gametraders is a locally owned small business that has been owned for 16 years in the same location. We specialise in the sale of Funko Pop! vinyls, Pokemon trading cards, board games and other collectable items.","Tuggeranong South.Point , Shop 169 Corner Anketell and Reed Sts"
Capital Chemist O'Connor,O'Connor,Retail,"We’re Canberra’s original late night chemist, here 365 days a year open 8am until 11pm! Includes all public holidays.

​",9 Sargood Street
Urban Fresh Sushi,Greenway,Food and drinks,"Traditional Japanese Dining.
Experience Japanese hand made Sushi and meals and noodle Soups.",Shop7 Home world shopping centre 150-180 Soward Way
Azure Dragon/Urban By Asian Tiger (ANU),Acton,Food and drinks,"Situated inside ANU, Azure Dragon menu focuses on fresh local ingredients and food that’s handmade in-store daily, to eat in or take away. Azure Dragon’s large indoor dining area boasts a modern twist on a 1920s Shanghai-style decor.

- Contactless table ordering available.
- Underground parking available at the end of Kingsley St, Acton.
- Vouchers also redeemable at Urban By Asian Tiger.",155 B1 Joplin Lane
Asian Provisions,Phillip,Food and drinks,"The oldest Asian grocery in Canberra since 1977!
Specialises in Indonesian, Malaysian, Singaporean & southeast Asian food products.",54 Colbee Court
Local Press Wholefoods,Kingston,Food and drinks,"At Local Press Wholefoods, our core value is to promote a healthy & sustainable lifestyle. We want to inspire you to eat well while doing what’s best for the planet.
Serving specialty coffee & delicious hearty food, we are open 7 days a week. We also have an amazing range of bulk foods & treats.",Shop 74/ 71 Giles Street
yat bun tong dumpling house,Braddon,Food and drinks,Chinese food,61/10-12 Lonsdale Street
Cafe cherry beans Belconnen,Belconnen,Food and drinks,"Caffe Cherry Bean’s unique roast, roasted locally Sydney, encompasses a wide range of flavour profiles in our blends, varying from season to season to find the best flavour combination.",18 Benjaminway
Lyons Friendly Grocer,Lyons,Retail,Local Grocery Store,Shop 1/ 13 Lyons Place
Venetia Major - Bespoke Jewellery,Charnwood,Retail,"Venetia is a qualified manufacturing jeweller specialising in commissions and repairs of fine jewellery. Silversmithing Classes run 3x per week and finished jewellery and cleaning products are available for sale.

Visit Venetia's private studio and have a relaxed consultation to discuss your needs.",3 Napper Place
Ohsama Ramen,Manuka,Food and drinks,"Only at Ohsama Ramen!! You’re guaranteed to experience the 100% house made noodle from the Japan imported Sanuki machine; 100% house cooked broth with zero concentrate; 100% authentic recipe from the Tokyo-born chef Yuji Takeda, a second-generation chef carrying on his family legacy.",Shop 5 Palmerston Ln Manuka
Sly Fox Coffee,Canberra,Food and drinks,Coffee and pancake business with events,5 Scarlett st Melba
Sundown Villas,Symonston,Accommodation,"Set amongst 22-acres of landscaped gardens, Sundown Villas features an outdoor swimming pool. 15 minutes’ drive from Canberra Centre, the property offers free parking and an on-site bistro. All villas are air-conditioned and offer a kitchenette.",205 Narrabundah Lane
Gold Creek Cafe,Nicholls,Food and drinks,"Breakfast, lunch, morning and afternoon tea. Free parking. Indoor, verandah and outdoor seating area. Family friendly","Shop 2, 26 O'Hanlon Place"
Woolshed at Manuka,Griffith,Retail,We’re a speciality knitting and crochet shop and we carry predominantly natural fibres in a wide range of colours along with all the tools you need for knitting and crochet. Please check the website for classes.,Shop 9/11-17 Bougainville Street
Woden Valley Gymanstics Club,Weston Creek,Things to do,"Welcome to Woden Valley Gymnastics Club! We are the ACT's most inclusive Gymnastics Club offering the widest variety of Gymsports. From 9 months to 80+ years, we have a program for absolutely everyone!!",27 Mulley St Holder
The Front,Lyneham,Food and drinks,"Cozy cafe serving up specialty coffee, tasty brunch, local art and host to amazing CBR musicians and talent.",1 Wattle Place
Fernwood Fitness Gungahlin,Gungahlin,Things to do,"Women’s only gym. Recently renovated. Services include:
- creche
- personal training
- small group training
- group fitness classes
- open 5am to midnight/ 7 days a week",30 Hibberson Street
Little steamer,City,Food and drinks,"Best Authentic Beijing Roast Duck in Canberra
Beijing Roast Duck in red-date colour and unique flavour, Crispy skin and tender texture, Take one of the pancake provided and spread it with Hoisin Sauce, sliced spring onion and cucumber, add some sliced duck, roll up the pancake and take a bit
",G06/39 London circuit
Pandora Belconnen and Pandora Canberra Centre,Belconnen,Retail,Jewellery Retail Business,"Shop309A, Westfield Belconnen"
Token Arcade and Kitchen,City,Food and drinks,"Retro Arcades, Pinball, Huge Burgers, Soul Food, Craft Beers & Cocktails.
Dine and drink inside or in our semi covered beer garden facing onto Northbourne Avenue or our brand new deck in Verity Lane.",34 Nortbourne Avenue
4 Corners Picture Framers,Phillip,Retail,Four Corners Picture Framers has been making homes and businesses throughout the entire Canberra area more beautiful for 30 years. Our mission has always been to provide the highest quality expert custom framing for the best price available.,"59 Colbee Court, PHILLIP"
Crown Espresso,Belconnen,Food and drinks,The ONLY cafe in Westfield Belconmen Mall serving delicious ONA Specialty Coffee. We also have a delightful range of breakfast and lunch options made fresh to order.,"Shop 333, Level 3, 20 Benjamin Street"
milk flower belconnen,Belconnen,Food and drinks,"Milk flower is a healthy drinks store, we serve mango drinking dessert and drinking yogurt, no additional sugar ,fresh fruits",Benjamin way
Capital Chemist Isabella Plains,Isabella Plains,Retail,Capital Chemist Isabella Plains is located at Isabella Plains shops dedicated to caring for all of your family's health care needs. We pride ourselves on providing professional advice and health services at your convenience. Our team thank you for choosing to support your friendly Capital Chemist.,1/131 Ellerston Ave
Frugii Dessert Laboratory,Braddon,Food and drinks,"Selection of Handmade
Ice Cream / Gelato / Sorbets
Cakes
Ice Cream Sticks",SHOP 57
Thai Ayutthaya Restaurant,Belconnen,Food and drinks,Authentic Thai food with lakes view,U 2 84 Emu Bank
Perform Australia,Fyshwick,Things to do,"Perform Australia is an an award-winning acting school with its national headquarters in Canberra, Australia. We specialise in acting and musical theatre training, for young children through to aspiring professionals. We have weekly classes, short courses, and nationally-recognised qualifications.",11 Whyalla St
