name,suburb,category,description,address,lng,lat,value,vouchers
Ogawa Japanese cuisine,Gungahlin,Food and drinks,Japanese restaurant in gungahlin.,102/54 ernest cavanagh st,149.135589,-35.1847014,2440,81
Ohsama Ramen,Manuka,Food and drinks,"Only at Ohsama Ramen!! You’re guaranteed to experience the 100% house made noodle from the Japan imported Sanuki machine; 100% house cooked broth with zero concentrate; 100% authentic recipe from the Tokyo-born chef Yuji Takeda, a second-generation chef carrying on his family legacy.",Shop 5 Palmerston Ln Manuka,149.1331763,-35.3204671,570,15
Olive at Hawker,Hawker,Food and drinks,"This boutique restaurant specialises in Mediterranean cuisine, with strong Greek and Italian influences. It's a warm space, luminous with gentle light, and a real rustic Mediterranean flair, ideal for intimate dining with friends and family alike.

Vouchers may only be used IN STORE not online as vouchers need to be validated manually. We do apologise for the inconvenience.",Shop 7 78 Hawker Place,149.0434623,-35.2434498,650,15
Oliver Brown Civic,Canberra,Food and drinks,"The ultimate dessert destination specialising in decadent dishes made from the finest quality chocolate imported directly from the worlds chocolate capital in Belgium. Offing waffles, crepes, chocolate fondue, chocolates, coffee, drinks and shakes. Experience Oliver Brown, and enjoy!",2/88 bunda street,149.1324885,-35.2781451,280,22
Olympian Games,Wanniassa,Retail,"Historical strategy game supplies: miniatures, models, board games, rulebooks, bases, paints, and accessories. (open during week by appointment)",43 Fincham Cres,149.0805224,-35.3984297,1160,25
OMG Decadent Donuts - ACT Region,Torrens,Food and drinks,"We create absolutely delicious, gluten free, vegan, nut free, yeast free, dairy free, egg free donuts in 12 amazing flavours.
We are a pop-up market stall - please check our FaceBook, Insta or website to see where you can pick up your donuts each week.","Shop 1, Torrens Shops",149.0879827,-35.3731711,500,29
On The Grind Canberra cafe,Kambah,Food and drinks,"Your local suburban coffee shop. Specialising in quick coffee for on the run, friendly service & easy grab n go food options",5/9 Jenke cct,149.0684926,-35.3930138,20,2
Onred,Red Hill,Food and drinks,In 2008 Onred was established with a vision to provide best culinary fine dining experience overlooking Canberra from Redhill Lookout.,"50 Redhil Drive, Redhill lookout",149.1138234,-35.3240926,350,7
OnSon Thai Massage & Day Spa,Gungahlin,Personal care,"OnSon Thai Massage & Day Spa is Canberra's Premium 5 STAR Rated Day Spa, offering Massage Treatments from Traditional Thai to Remedial repair therapy and Spa Treatments including, Facials & Body Scrubs. We have private shower onsite for your convenience. Very Professional & caring staff.","133, 10 Hinder street",149.1371871,-35.185035,2310,51
Oporto civic,Canberra,Food and drinks,Oporto Civic,shop2 40 Garema Place,149.1325375,-35.2783638,2200,69
Oporto Majura Park,Majura,Food and drinks,Oporto Fresh grilled chicken and burgers - home of the iconic Bondi Burger and our legendary chilli sauce since 1986,18 Spitfire Ave,149.1897653,-35.2992838,380,24
Orange Bean Cafe,Belconnen,Food and drinks,"Est.2010
Best Coffee Great Food",1/70 Benjamin way,149.0670314,-35.2378999,520,13
Oriental Groceries,Belconnen,Retail,"Oriental Groceries supplies variety of Asian foods, beverages, snacks, fruits, ingredients with reasonable and competitive pricing.",Shop 2 38 Weedon Close,149.0630622,-35.2418099,37710,953
ORITEA,Braddon,Food and drinks,"In the meanwhile, we will continue extending our reaches in community services as well as take on our social responsibility diligently and support our communities to achieve a healthier future.","Shop G06, 2 Batman Street",149.1355351,-35.2785248,2660,105
Oscar's Bakery Cafe,Bruce,Food and drinks,"Oscar’s Bakery Cafe offers a mediterranean influenced menu. Everything is made from scratch (including all his pasta, pastries and breads) using the best quality ingredients. So, Oscar and his staff aim to provide Canberra and the surrounding areas with a benchmark in quality products that inspire.","Shop 7 Cooperlodge, Telita Street",149.0827705,-35.2390949,17980,408
Otto's Kiosk Cafe,Acton,Food and drinks,"Otto's Kiosk Cafe is proudly serving up Delano Specialty Coffee to go alongside our large selection of sweet treats, fresh paninis, salads, bagels and other snacks.
For easy, delicious and on-the-go options (plus unforgettable coffee) our friendly staff have you covered!
Come and check us out.","Level 1, 154 University Avenue, Di Riddell Student Centre, Australian National University",149.1209618,-35.2775529,90,4
Oxygen Essentials For Life,Majura,Retail,"Oxygen Nutrition specialise in bringing you the worlds best supplements, health foods and fitness technology at the lowest possible prices.

Oxygen Nutrition provides a welcoming atmosphere where our specialised staff will have you on the correct path to a fitter and healthier life.","Majura Park Shopping Centre, Shop 1, 18-26 Spitfire Avenue",149.1903758,-35.3001906,530,14
Palace Electric Cinema,Acton,Food and drinks,Palace Cinemas is the largest independent cinema group in Australia with our Canberra cinema 'Electric' located in Acton. We provide a carefully curated program of the latest quality mainstream and foreign-language films alongside a culturally diverse line-up of international film festivals.,2 Phillip Law Street,149.1229319,-35.2849752,1010,34
panda crepes pty ltd,Belconnen,Food and drinks,we are a small street food business which just opens before the covid starts and trying our best to survive in this special hard time. we making traditional and authentic Chinese street food and hand-made fresh sweets and cakes. more than welcome to support our small business and make friends.,"Benjamin Way, westfield",149.0650422,-35.2380765,1160,78
Panda fresh mart,Dickson,Food and drinks,"Fresh vegetables and fruits
Frozen seafood and meat",Unit14/4-14 Woolley street,149.1369418,-35.2504733,23320,927
Pandora Belconnen and Pandora Canberra Centre,Belconnen,Retail,Jewellery Retail Business,"Shop309A, Westfield Belconnen",149.0650422,-35.2380765,15470,345
Pandora Tuggeranong,Tuggeranong,Retail,Jewellery Retail,"K007, Tuggeranong Southpoint,",149.0665317,-35.4167822,7530,171
PappaRich Canberra,Canberra,Food and drinks,PappaRich is a chain of popular restaurants from Malaysia which aim to serve authentic Malaysian delights in Canberra.,FG13B/148 Bunda Street,149.1333733,-35.2776523,4170,184
PASSIONAILS,Greenway,Personal care,Nail Salon,"Shop 188, Anketell St. &, Reed St N,",149.0686124,-35.4169362,1040,31
Passiontree Velvet,Canberra,Food and drinks,"Passiontree Velvet, inspired by the traditional tea houses of England and fine European patisseries offers a modern day twist to a world of edible luxury. Passiontree Velvet offers a delectable selection of celebration cakes",148 bunda street,149.1332387,-35.2802938,370,24
Pearl Hair & Beauty Services,Wright,Personal care,"Pearl Hair & Beauty Services Providing All Types of Beauty Services, Eyebrow Threading, Facial, Manicure/Pedicure, Makeup, Hair Cuts/Keratin Treatment Many More
Appointment Based Only Call 0435238036",25 Grace Perry Street,149.0279856,-35.3100035,1540,35
Pedal Power ACT,Canberra,Things to do,"Join Canberra’s largest cycling organisation and get members access to courses, events, cycle shop discounts, and social rides. You will also protect yourself and your family with rider insurance. Members are covered for Personal Accident and Public Liability, any time, on any bike, in any location","Level 2, Office 10, The Griffin Center, 20 Genge Street",149.132358,-35.2770919,7140,144
Penny University Cafe,Kingston,Food and drinks,"For those wondering, “why Penny University?” (and haven’t googled it yet) heres a little description for you.

The first coffeehouses that originated in London in the 17th Century were called Penny Universities. People would pay a penny to come in, and once inside, had access to coffee,",15 Kennedy Street,149.1406634,-35.3162859,320,17
Perform Australia,Fyshwick,Things to do,"Perform Australia is an an award-winning acting school with its national headquarters in Canberra, Australia. We specialise in acting and musical theatre training, for young children through to aspiring professionals. We have weekly classes, short courses, and nationally-recognised qualifications.",11 Whyalla St,149.1732115,-35.3336004,200,4
Pharmacy Select Gungahlin,Gungahlin,Retail,Friendly local pharmacy conveniently located within the Gungahlin Village Shopping Centre (opposite Coles) looking after all your healthcare needs.,"Pharmacy Select Gungahlin, shop 14, 22/23 Gungahlin Village, 46 Hibberson Street",149.1363953,-35.185927,4700,159
Phoebe Porter,Braddon,Retail,"Phoebe Porter is a Contemporary Jeweller who successfully combines industrial materials precious elements using her refined hand skills, developed over twenty years of practice. Her studio is open by appointment where visitors can purchase a range of her striking handmade jewellery.","Studio 101-102, Gorman Arts Centre, 55 Ainslie Ave",149.1375415,-35.277866,250,5
Pilates with Dan,Belconnen,Things to do,Personalised Pilates lessons for everybody and every body!,"Unit 11, 23-35 Lathlain Street",149.0639795,-35.2419565,2130,44
PINK FLAMINGO INTERIORS,Pialligo,Retail,"Pink Flamingo interiors is a Canberra based interior styling and home furnishings business.Specialising in unique and custom made pieces, Pink Flamingo interiors has a range of soft furnishings, new and re-imagined furniture and decorative pieces. Proudly designed and created in Canberra!",12 Beltana Road,149.1802193,-35.3067972,10,1
Pivotal IT Solutions,Woden,Retail,"We sell and repair computer hardware, do software consulting and
customize system-building software.",Unit 1/27 Altree Court Philip,149.0866928,-35.3496473,480,12
Pizza Artigiana,Macquarie,Food and drinks,Pizza Artigiana is a Traditional Neapolitan Style Pizzeria specialising in providing an authentic Italian experience with all our offerings from the food to the drinks.,"unit 2, 39-47 Bowman St",149.0729228,-35.2522898,1140,39
Plastic Creations Pty Ltd,Fyshwick,Retail,"Welcome to Plastic Creations, we are a family business that has been operating since 1995 and we specialise in plastic fabrication, sheet sales, cut to size and profile cutting requirements, vinyl and corflute, plus more. We specialise in providing custom made products.",3/83 Wollongong Street,149.1779242,-35.3234092,560,13
Playground Training,Downer,Personal care,"Playground Training is for people who:
Don’t “do” gyms
Have tried the “one size fits all” programs (with no success)
Want to train in a beautiful space in a small group
Want to train with their bubbas close by
Have an injury or are recovering from surgery
Want to feel good in their own skin","11 Cadell St, DOWNER 2602 ACT",149.1470326,-35.2454743,1370,28
Playing fields,Canberra,Food and drinks,Proudly serving ONA coffee with delicious all day breakfast and lunch.,2/33 allara st,149.1338732,-35.2829614,600,25
Polo Restaurant,Turner,Food and drinks,"Independent family run restaurant operating from inside Polish White Eagle Club. Dine In, Takeaway plus pick up cold meals to cook from home. Pierogi (European style dumplings), Schnitzels, Goulash, baked goods and more. Hearty food made with soul.",38 David Street,149.1233261,-35.2648791,830,30
POP Canberra,Braddon,Food and drinks,"Shake up the way you shop!

We celebrate local community. We believe that good things happen we we work together, encourage one another and support our friends. Everything in our store is designed by a local mover and shaker, created with love and made with thoughtful intention. We're here to shake things up and to create a community of like minded people looking for something more.",G12/27 Lonsdale St,149.1326108,-35.2719619,5620,175
Potbelly Bar,Belconnen,Food and drinks,Bar,Unit 5 26 WEEDON CLOSE,149.062639,-35.24187,220,5
ProfessioNAIL Belconnen,Belconnen,Personal care,"Our wide range of services promises you an unforgettable nail care experience at our spa! Our menu includes services from acrylic nails, manicures, and pedicures to waxing, dipping powder, and eyelash extensions! Warm and friendly technicians, unmatched professionalism, and commitment to safety make our salon a welcoming place. Find out more about our services here!","Shop 113, Level 1, Westfield Belconnen, 18 Benjamin Way (near Myer level 1 and Priceline level 1)",149.0663602,-35.2382256,2530,93
